GADE,Game,Platform,Hours,Narcissism,Gender,Work,Degree,GAD_T,SWL_T,SPIN_T
Not difficult at all,League of Legends,PC,15.0,3.0,Male,Student at college / university,Bachelor (or equivalent),2,8,25.0
Somewhat difficult,Skyrim,"Console (PS, Xbox, ...)",5.0,2.0,Female,Student at school,,5,24,19.0
Somewhat difficult,Starcraft 2,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),2,34,17.0
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Employed,Bachelor (or equivalent),0,5,0.0
Somewhat difficult,Hearthstone,Smartphone / Tablet,30.0,1.0,Male,Employed,High school diploma (or equivalent),8,25,
Not difficult at all,Starcraft 2,PC,3.0,3.0,Male,Employed,High school diploma (or equivalent),3,25,23.0
Somewhat difficult,Starcraft 2,PC,6.0,1.0,Male,Student at college / university,Bachelor (or equivalent),8,17,59.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,30,16.0
Somewhat difficult,League of Legends,PC,20.0,4.0,Male,Student at college / university,High school diploma (or equivalent),5,17,43.0
Somewhat difficult,Other,"Console (PS, Xbox, ...)",40.0,4.0,Female,Student at college / university,Master (or equivalent),6,18,18.0
Not difficult at all,League of Legends,PC,18.0,2.0,Male,Student at college / university,Bachelor (or equivalent),5,15,29.0
Not difficult at all,League of Legends,PC,35.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,17,5.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,Bachelor (or equivalent),4,20,0.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,31,6.0
Somewhat difficult,Other,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),13,16,42.0
Not difficult at all,League of Legends,PC,18.0,2.0,Male,Employed,High school diploma (or equivalent),0,13,0.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,14,15.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),2,21,11.0
Not difficult at all,League of Legends,PC,7.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,28,8.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),0,15,7.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at school,High school diploma (or equivalent),16,13,
Not difficult at all,Starcraft 2,PC,28.0,4.0,Male,Student at college / university,High school diploma (or equivalent),2,14,2.0
Very difficult,Starcraft 2,PC,2.0,4.0,Male,Student at college / university,High school diploma (or equivalent),17,10,48.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),6,25,9.0
Extremely difficult,Other,PC,30.0,3.0,Male,Student at college / university,High school diploma (or equivalent),16,10,47.0
Somewhat difficult,League of Legends,PC,45.0,1.0,Female,Student at college / university,High school diploma (or equivalent),13,17,34.0
Somewhat difficult,League of Legends,PC,45.0,2.0,Male,Student at school,,12,7,26.0
Very difficult,League of Legends,PC,40.0,5.0,Male,Student at college / university,Bachelor (or equivalent),21,17,41.0
,Other,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,28,15.0
Somewhat difficult,Starcraft 2,PC,7.0,2.0,Male,Student at college / university,High school diploma (or equivalent),14,5,42.0
Very difficult,League of Legends,PC,30.0,1.0,Male,Student at college / university,Bachelor (or equivalent),18,23,43.0
Somewhat difficult,League of Legends,PC,10.0,1.0,Female,Student at college / university,High school diploma (or equivalent),4,27,40.0
Not difficult at all,Starcraft 2,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,28,3.0
Somewhat difficult,League of Legends,PC,24.0,5.0,Male,Student at college / university,High school diploma (or equivalent),5,26,32.0
Very difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,Bachelor (or equivalent),20,13,57.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Student at school,,7,17,22.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at school,,0,29,
,League of Legends,PC,20.0,1.0,Male,Employed,,0,17,
Not difficult at all,League of Legends,PC,28.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),1,15,35.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at school,High school diploma (or equivalent),8,11,12.0
,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,20,63.0
Not difficult at all,League of Legends,PC,50.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,18,10.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,23,22.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at school,,6,32,31.0
,League of Legends,PC,10.0,1.0,Male,Student at college / university,Bachelor (or equivalent),0,33,
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,23,20.0
Extremely difficult,League of Legends,PC,10.0,1.0,Female,Student at school,High school diploma (or equivalent),18,33,60.0
Somewhat difficult,Starcraft 2,PC,7.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,16,26.0
,League of Legends,PC,40.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,9,20.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Student at college / university,Master (or equivalent),2,30,15.0
Very difficult,League of Legends,PC,35.0,3.0,Male,Student at school,High school diploma (or equivalent),16,21,32.0
Somewhat difficult,Starcraft 2,PC,15.0,4.0,Male,Student at college / university,High school diploma (or equivalent),9,15,32.0
Not difficult at all,League of Legends,PC,8.0,1.0,Male,Student at college / university,High school diploma (or equivalent),8,21,10.0
,Starcraft 2,PC,14.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,11,12.0
,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,28,4.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),8,18,33.0
Somewhat difficult,Other,PC,4.0,2.0,Male,Employed,Master (or equivalent),8,16,24.0
Somewhat difficult,Other,"Console (PS, Xbox, ...)",13.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,20,33.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Student at school,High school diploma (or equivalent),4,31,8.0
Not difficult at all,League of Legends,PC,48.0,1.0,Male,Student at college / university,High school diploma (or equivalent),9,21,49.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at school,High school diploma (or equivalent),12,10,53.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),13,27,37.0
,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,26,20.0
,League of Legends,PC,22.0,2.0,Male,Employed,Bachelor (or equivalent),0,22,11.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Employed,Master (or equivalent),4,25,4.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),4,16,32.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Employed,Master (or equivalent),3,22,14.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),8,17,21.0
Not difficult at all,Other,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,29,33.0
,League of Legends,PC,15.0,5.0,Male,Student at school,High school diploma (or equivalent),3,9,4.0
Not difficult at all,League of Legends,PC,49.0,3.0,Male,Student at college / university,High school diploma (or equivalent),1,21,11.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,16,4.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Employed,Master (or equivalent),5,16,17.0
Not difficult at all,League of Legends,PC,45.0,5.0,Male,Student at college / university,High school diploma (or equivalent),2,22,45.0
Not difficult at all,League of Legends,PC,42.0,4.0,Male,Student at school,,4,31,8.0
Not difficult at all,League of Legends,PC,12.0,1.0,Male,Employed,Master (or equivalent),0,30,9.0
Somewhat difficult,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,21,13.0
Very difficult,League of Legends,PC,20.0,2.0,Male,Unemployed / between jobs,Bachelor (or equivalent),2,13,21.0
Not difficult at all,Starcraft 2,PC,30.0,,Male,Student at college / university,High school diploma (or equivalent),3,30,
Somewhat difficult,League of Legends,PC,10.0,1.0,Male,Employed,Bachelor (or equivalent),7,22,18.0
Very difficult,League of Legends,PC,30.0,3.0,Male,Employed,Bachelor (or equivalent),11,13,20.0
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,21,4.0
Very difficult,League of Legends,PC,16.0,2.0,Male,Student at school,,2,17,21.0
Somewhat difficult,Other,PC,48.0,1.0,Male,Student at college / university,High school diploma (or equivalent),7,21,20.0
Not difficult at all,Other,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,10,43.0
Not difficult at all,League of Legends,PC,6.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,30,15.0
Not difficult at all,League of Legends,PC,35.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),9,16,18.0
Somewhat difficult,League of Legends,PC,30.0,3.0,Male,Student at college / university,Bachelor (or equivalent),5,25,23.0
Very difficult,League of Legends,PC,30.0,2.0,Female,Student at college / university,Master (or equivalent),13,12,67.0
Not difficult at all,League of Legends,PC,22.0,1.0,Male,Employed,Bachelor (or equivalent),8,13,14.0
Not difficult at all,League of Legends,PC,21.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,17,7.0
Somewhat difficult,Starcraft 2,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,30,20.0
Not difficult at all,League of Legends,PC,3.0,1.0,Male,Employed,Master (or equivalent),2,17,15.0
Extremely difficult,League of Legends,PC,10.0,1.0,Male,Student at school,,10,7,23.0
Somewhat difficult,League of Legends,PC,50.0,1.0,Male,Unemployed / between jobs,,10,24,
Somewhat difficult,League of Legends,PC,5.0,4.0,Male,Student at college / university,Master (or equivalent),5,30,3.0
Not difficult at all,Starcraft 2,PC,14.0,3.0,Male,Employed,Master (or equivalent),2,32,4.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,19,12.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Unemployed / between jobs,Bachelor (or equivalent),7,17,11.0
Somewhat difficult,Starcraft 2,PC,5.0,1.0,Male,Student at college / university,Bachelor (or equivalent),6,14,10.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Student at college / university,Bachelor (or equivalent),9,21,31.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Employed,,16,11,45.0
Not difficult at all,League of Legends,PC,21.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,14,4.0
Not difficult at all,League of Legends,PC,40.0,1.0,Other,Employed,Bachelor (or equivalent),1,27,22.0
Somewhat difficult,League of Legends,PC,40.0,1.0,Male,Student at college / university,Bachelor (or equivalent),14,12,
Not difficult at all,League of Legends,PC,4.0,1.0,Male,Student at college / university,High school diploma (or equivalent),7,28,
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at college / university,Bachelor (or equivalent),4,20,10.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at school,High school diploma (or equivalent),2,27,7.0
Not difficult at all,League of Legends,PC,12.0,1.0,Male,Employed,Bachelor (or equivalent),1,28,9.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,,4,22,11.0
Very difficult,League of Legends,PC,21.0,4.0,Male,Student at college / university,Bachelor (or equivalent),14,19,9.0
Not difficult at all,League of Legends,PC,12.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,25,0.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,28,13.0
Somewhat difficult,League of Legends,PC,25.0,1.0,Female,Student at college / university,Bachelor (or equivalent),16,23,47.0
,Other,"Console (PS, Xbox, ...)",40.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,21,0.0
Somewhat difficult,League of Legends,PC,30.0,2.0,Male,Employed,Bachelor (or equivalent),2,28,
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,23,32.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Employed,Bachelor (or equivalent),4,25,0.0
Not difficult at all,World of Warcraft,PC,15.0,2.0,Female,Student at college / university,High school diploma (or equivalent),1,16,22.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,20,
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,,7,11,13.0
Somewhat difficult,Other,PC,40.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,6,16.0
Not difficult at all,League of Legends,PC,14.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,24,11.0
Extremely difficult,League of Legends,PC,12.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),15,16,39.0
Very difficult,Starcraft 2,PC,30.0,4.0,Male,Employed,High school diploma (or equivalent),14,31,3.0
Not difficult at all,League of Legends,PC,2.0,1.0,Male,Student at college / university,Bachelor (or equivalent),2,30,13.0
Not difficult at all,League of Legends,PC,21.0,4.0,Male,Student at college / university,High school diploma (or equivalent),8,15,11.0
Not difficult at all,League of Legends,PC,18.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,31,5.0
Very difficult,League of Legends,PC,12.0,1.0,Male,Employed,High school diploma (or equivalent),15,16,21.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,25,6.0
Somewhat difficult,League of Legends,PC,35.0,1.0,Male,Student at college / university,Bachelor (or equivalent),2,26,10.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,High school diploma (or equivalent),2,22,8.0
Not difficult at all,World of Warcraft,PC,20.0,3.0,Male,Employed,Master (or equivalent),6,33,18.0
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at school,,7,29,4.0
Extremely difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),9,13,9.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,20,5.0
Somewhat difficult,League of Legends,PC,4.0,3.0,Male,Employed,Master (or equivalent),12,15,20.0
